0.000000000	7	4.571428571	noise
69.009705215	2	20.000000000	metro_mechanic_noise
89.013877551	2	20.000000000	metro_mechanic_noise
108.878367347	2	20.000000000	metro_mechanic_noise
145.523809524	7	7.536598639	noise
208.468752834	2	10.000000000	metro_mechanic_noise
218.639092971	2	10.000000000	metro_mechanic_noise
261.067755102	7	7.915102041	noise
284.894331066	2	3.468480726	metro_mechanic_noise
318.275918367	2	20.000000000	metro_mechanic_noise
338.361179138	2	20.000000000	metro_mechanic_noise
358.429024943	2	20.000000000	metro_mechanic_noise
396.473469388	7	7.471020408	noise
479.584943311	2	20.000000000	metro_mechanic_noise
499.461224490	2	20.000000000	metro_mechanic_noise
569.193650794	7	7.740952381	noise
643.831292517	2	20.000000000	metro_mechanic_noise
663.742403628	2	20.000000000	metro_mechanic_noise
683.781224490	2	20.000000000	metro_mechanic_noise
703.912925170	2	20.000000000	metro_mechanic_noise
738.011428571	4	11.981496599	speech
750.759183673	7	7.854149660	noise
758.653968254	4	20.000000000	speech
832.208979592	2	20.000000000	metro_mechanic_noise
949.847074830	4	10.000000000	speech
959.837460317	4	10.000000000	speech
1014.665578231	4	10.292244898	speech
1087.065396825	4	10.000000000	speech
1097.108027211	4	10.000000000	speech
1107.139047619	4	10.000000000	speech
1246.586485261	7	7.941224490	noise
1275.480816327	2	6.347755102	metro_mechanic_noise
1326.497959184	2	10.000000000	metro_mechanic_noise
1354.559274376	2	5.479909297	metro_mechanic_noise
1416.910657596	7	7.735147392	noise
1488.631292517	2	20.000000000	metro_mechanic_noise
1508.716553288	2	20.000000000	metro_mechanic_noise
1528.766984127	2	20.000000000	metro_mechanic_noise
1548.852244898	2	20.000000000	metro_mechanic_noise
1613.348571429	7	6.164897959	noise
1683.400272109	2	20.000000000	metro_mechanic_noise
1703.531972789	2	20.000000000	metro_mechanic_noise
1723.594013605	2	20.000000000	metro_mechanic_noise
1743.818594104	2	20.000000000	metro_mechanic_noise
1791.013151927	7	7.401360544	noise
1848.772789116	2	10.000000000	metro_mechanic_noise
1858.722539683	2	10.000000000	metro_mechanic_noise
1868.765170068	2	10.000000000	metro_mechanic_noise
1878.807800454	2	10.000000000	metro_mechanic_noise
1924.490158730	7	6.217142857	noise
1978.195011338	2	10.000000000	metro_mechanic_noise
1988.205714286	2	10.000000000	metro_mechanic_noise
2037.100408163	7	6.171428571	noise
2209.201632653	2	10.000000000	metro_mechanic_noise
2480.761904762	7	7.938321995	noise
2554.427210884	2	10.000000000	metro_mechanic_noise
2564.365351474	2	10.000000000	metro_mechanic_noise
2574.419591837	2	10.000000000	metro_mechanic_noise
2629.546666667	7	7.680000000	noise
2637.998730159	4	10.000000000	speech
2740.947301587	7	7.700317460	noise
2800.248163265	2	10.000000000	metro_mechanic_noise
2810.279183673	2	10.000000000	metro_mechanic_noise
2820.336326531	2	10.000000000	metro_mechanic_noise
2830.393469388	2	10.000000000	metro_mechanic_noise
2840.528979592	2	10.000000000	metro_mechanic_noise
2850.586122449	2	10.000000000	metro_mechanic_noise
2877.165714286	7	7.849795918	noise
2963.017142857	2	10.000000000	metro_mechanic_noise
2973.152653061	2	10.000000000	metro_mechanic_noise
2983.235918367	2	10.000000000	metro_mechanic_noise
2993.290158730	2	10.000000000	metro_mechanic_noise
3003.408253968	2	10.000000000	metro_mechanic_noise
3013.590204082	2	10.000000000	metro_mechanic_noise
3400.215510204	7	8.960000000	noise
3422.667755102	2	10.000000000	metro_mechanic_noise
3537.513650794	2	10.000000000	metro_mechanic_noise
3638.090884354	7	9.108027211	noise
3660.904489796	2	10.000000000	metro_mechanic_noise
3670.987755102	2	4.928435374	metro_mechanic_noise
3758.393469388	7	8.320000000	noise
3778.536780045	2	10.000000000	metro_mechanic_noise
3917.453061224	2	10.000000000	metro_mechanic_noise
3927.510204082	2	9.026757370	metro_mechanic_noise
4043.316825397	7	9.955555556	noise
4064.653061224	2	10.000000000	metro_mechanic_noise
4092.795646259	2	3.065034014	metro_mechanic_noise
4553.833650794	7	5.018412698	noise
4815.876643991	2	10.000000000	metro_mechanic_noise
4825.977324263	2	10.000000000	metro_mechanic_noise
